Academy ID,Academy Name,Slug,Latitude,Longitude,Description,Sport,Address,City,State,Contact Number,Google Maps Link,Academy Image,Coach Name,Coach Sport,Coach Experience,Coach Academy,Fees,Facilities,Batch Timings,Age Groups,Gender,Batch Capacity,Certifications,Rating,Reviews,Verified,Social Links
e6ca841c-98a3-45e0-9d4a-ffc6d1cefefc,Pro Sports Institute Vijayawada 11,pro-sports-institute-vijayawada-11,16.507952,80.694518,Professional Athletics coaching academy offering structured training programs.,Athletics,"Plot 648, Sports Complex, Vijayawada",Vijayawada,Andhra Pradesh,+917059315876,"https://maps.google.com/?q=16.507952,80.694518",https://picsum.photos/seed/pro-sports-institute-vijayawada-11/800/600,Tarun Gupta,Athletics,21 Years,Pro Sports Institute Vijayawada 11,₹1512/month,"Fitness Center, Recovery Zone, Gym, Running Track",6:00 PM - 8:00 PM,All Ages,Boys,44,Athletics Federation Certified,4.2,146,False,"{""instagram"": ""https://instagram.com/pro-sports-institute-vijayawada-11"", ""facebook"": ""https://facebook.com/pro-sports-institute-vijayawada-11"", ""youtube"": ""https://youtube.com/@pro-sports-institute-vijayawada-11""}"
6121f193-11f7-4c99-ad38-684113b6d37a,Prime Performance Academy Rajahmundry 12,prime-performance-academy-rajahmundry-12,17.018087,81.804775,Professional Tennis coaching academy offering structured training programs.,Tennis,"Plot 105, Sports Nagar, Rajahmundry",Rajahmundry,Andhra Pradesh,+918526300119,"https://maps.google.com/?q=17.018087,81.804775",https://picsum.photos/seed/prime-performance-academy-rajahmundry-12/800/600,Arjun Yadav,Tennis,6 Years,Prime Performance Academy Rajahmundry 12,₹5508/month,"Hard Court, Ball Machine, Clay Court, Fitness Center",6:00 AM - 8:00 AM,10-15,Boys,72,AITA Certified Coach,4.4,275,True,"{""instagram"": ""https://instagram.com/prime-performance-academy-rajahmundry-12"", ""facebook"": ""https://facebook.com/prime-performance-academy-rajahmundry-12"", ""youtube"": ""https://youtube.com/@prime-performance-academy-rajahmundry-12""}"
033aa428-d624-425a-a8ed-7a8af4b7b47f,Master Sports Academy Visakhapatnam 13,master-sports-academy-visakhapatnam-13,17.733951,83.185258,Professional Basketball coaching academy offering structured training programs.,Basketball,"Plot 117, Champions Street, Visakhapatnam",Visakhapatnam,Andhra Pradesh,+919287722266,"https://maps.google.com/?q=17.733951,83.185258",https://picsum.photos/seed/master-sports-academy-visakhapatnam-13/800/600,Harish Pillai,Basketball,5 Years,Master Sports Academy Visakhapatnam 13,₹5780/month,"Indoor Court, Fitness Center, Locker Rooms, Outdoor Court",5:30 AM - 7:30 AM,18+,Girls,96,Basketball Federation Certified,4.1,70,False,"{""instagram"": ""https://instagram.com/master-sports-academy-visakhapatnam-13"", ""facebook"": ""https://facebook.com/master-sports-academy-visakhapatnam-13"", ""youtube"": ""https://youtube.com/@master-sports-academy-visakhapatnam-13""}"
46e9dd2f-a784-4cc3-a5a9-09421a6eb454,National Sports Institute Rajahmundry 14,national-sports-institute-rajahmundry-14,16.969745,81.754484,Professional Volleyball coaching academy offering structured training programs.,Volleyball,"Plot 739, Main Road, Rajahmundry",Rajahmundry,Andhra Pradesh,+916981689781,"https://maps.google.com/?q=16.969745,81.754484",https://picsum.photos/seed/national-sports-institute-rajahmundry-14/800/600,Kiran Nair,Volleyball,15 Years,National Sports Institute Rajahmundry 14,₹2983/month,"Indoor Court, Sand Court, Flood Lights, Fitness Center",4:00 PM - 6:00 PM,All Ages,Girls,85,Volleyball Federation Certified,4.4,230,True,"{""instagram"": ""https://instagram.com/national-sports-institute-rajahmundry-14"", ""facebook"": ""https://facebook.com/national-sports-institute-rajahmundry-14"", ""youtube"": ""https://youtube.com/@national-sports-institute-rajahmundry-14""}"
e50c4cf6-6627-466f-84d6-c1c967a7f315,Master Sports Institute Vijayawada 15,master-sports-institute-vijayawada-15,16.47502,80.639141,Professional Athletics coaching academy offering structured training programs.,Athletics,"Plot 726, Champions Street, Vijayawada",Vijayawada,Andhra Pradesh,+916957714263,"https://maps.google.com/?q=16.47502,80.639141",https://picsum.photos/seed/master-sports-institute-vijayawada-15/800/600,Ravi Patel,Athletics,7 Years,Master Sports Institute Vijayawada 15,₹1703/month,"Fitness Center, Running Track, Gym, Recovery Zone",5:00 PM - 7:00 PM,5-10,Girls,55,Athletics Federation Certified,4.7,109,False,"{""instagram"": ""https://instagram.com/master-sports-institute-vijayawada-15"", ""facebook"": ""https://facebook.com/master-sports-institute-vijayawada-15"", ""youtube"": ""https://youtube.com/@master-sports-institute-vijayawada-15""}"
e5076bd5-6c7e-4bd7-80c6-9290f9493db8,Master Performance Academy Vijayawada 16,master-performance-academy-vijayawada-16,16.46041,80.639817,Professional Tennis coaching academy offering structured training programs.,Tennis,"Plot 580, Victory Avenue, Vijayawada",Vijayawada,Andhra Pradesh,+916698159038,"https://maps.google.com/?q=16.46041,80.639817",https://picsum.photos/seed/master-performance-academy-vijayawada-16/800/600,Mahesh Nair,Tennis,7 Years,Master Performance Academy Vijayawada 16,₹6108/month,"Hard Court, Ball Machine, Fitness Center, Clay Court",5:00 PM - 7:00 PM,18+,Boys,95,AITA Certified Coach,3.9,68,True,"{""instagram"": ""https://instagram.com/master-performance-academy-vijayawada-16"", ""facebook"": ""https://facebook.com/master-performance-academy-vijayawada-16"", ""youtube"": ""https://youtube.com/@master-performance-academy-vijayawada-16""}"
df9778cf-4ebb-4f4f-a59b-e0b6356d35ba,Pro Sports Institute Kurnool 17,pro-sports-institute-kurnool-17,15.827817,78.03317,Professional Cricket coaching academy offering structured training programs.,Cricket,"Plot 5, Champions Street, Kurnool",Kurnool,Andhra Pradesh,+917985987648,"https://maps.google.com/?q=15.827817,78.03317",https://picsum.photos/seed/pro-sports-institute-kurnool-17/800/600,Rohit Mishra,Cricket,19 Years,Pro Sports Institute Kurnool 17,₹4553/month,"Turf Nets, Practice Pitch, Gym, Bowling Machine",4:00 PM - 6:00 PM,All Ages,Boys,69,"BCCI Level 1, BCCI Level 2",3.5,113,True,"{""instagram"": ""https://instagram.com/pro-sports-institute-kurnool-17"", ""facebook"": ""https://facebook.com/pro-sports-institute-kurnool-17"", ""youtube"": ""https://youtube.com/@pro-sports-institute-kurnool-17""}"
cac4da7d-54da-4153-9ce4-6c77ca0ffe3e,Victory Training Center Tirupati 18,victory-training-center-tirupati-18,13.593564,79.424875,Professional Badminton coaching academy offering structured training programs.,Badminton,"Plot 49, Athletic Colony, Tirupati",Tirupati,Andhra Pradesh,+919400906923,"https://maps.google.com/?q=13.593564,79.424875",https://picsum.photos/seed/victory-training-center-tirupati-18/800/600,Deepak Patel,Badminton,10 Years,Victory Training Center Tirupati 18,₹3913/month,"Fitness Center, Wooden Courts, Shuttle Supply, Indoor Courts",5:00 PM - 7:00 PM,10-15,Mixed,62,BAI Certified Coach,4.7,66,False,"{""instagram"": ""https://instagram.com/victory-training-center-tirupati-18"", ""facebook"": ""https://facebook.com/victory-training-center-tirupati-18"", ""youtube"": ""https://youtube.com/@victory-training-center-tirupati-18""}"
fb0a228b-edf1-4005-ab07-328672a0173b,Royal Performance Academy Vijayawada 19,royal-performance-academy-vijayawada-19,16.544638,80.628195,Professional Volleyball coaching academy offering structured training programs.,Volleyball,"Plot 708, Central Park, Vijayawada",Vijayawada,Andhra Pradesh,+919893055190,"https://maps.google.com/?q=16.544638,80.628195",https://picsum.photos/seed/royal-performance-academy-vijayawada-19/800/600,Sanjay Choudhary,Volleyball,11 Years,Royal Performance Academy Vijayawada 19,₹3135/month,"Sand Court, Flood Lights, Indoor Court, Fitness Center",5:00 PM - 7:00 PM,10-15,Girls,83,Volleyball Federation Certified,4.1,38,True,"{""instagram"": ""https://instagram.com/royal-performance-academy-vijayawada-19"", ""facebook"": ""https://facebook.com/royal-performance-academy-vijayawada-19"", ""youtube"": ""https://youtube.com/@royal-performance-academy-vijayawada-19""}"
a3029394-b9bd-4008-b549-600a9caed2ec,Pro Sports Club Kurnool 20,pro-sports-club-kurnool-20,15.785471,78.054991,Professional Volleyball coaching academy offering structured training programs.,Volleyball,"Plot 295, Sports Nagar, Kurnool",Kurnool,Andhra Pradesh,+917231828662,"https://maps.google.com/?q=15.785471,78.054991",https://picsum.photos/seed/pro-sports-club-kurnool-20/800/600,Tarun Reddy,Volleyball,25 Years,Pro Sports Club Kurnool 20,₹5967/month,"Indoor Court, Flood Lights, Sand Court, Fitness Center",5:30 AM - 7:30 AM,10-15,Girls,68,Volleyball Federation Certified,4.2,338,False,"{""instagram"": ""https://instagram.com/pro-sports-club-kurnool-20"", ""facebook"": ""https://facebook.com/pro-sports-club-kurnool-20"", ""youtube"": ""https://youtube.com/@pro-sports-club-kurnool-20""}"
d6f3c5f9-18c2-40e7-9637-e3f81e733901,Pro Sports Institute Vijayawada 21,pro-sports-institute-vijayawada-21,16.462926,80.652395,Professional Volleyball coaching academy offering structured training programs.,Volleyball,"Plot 113, Sports Nagar, Vijayawada",Vijayawada,Andhra Pradesh,+918769149576,"https://maps.google.com/?q=16.462926,80.652395",https://picsum.photos/seed/pro-sports-institute-vijayawada-21/800/600,Arjun Kumar,Volleyball,3 Years,Pro Sports Institute Vijayawada 21,₹2799/month,"Flood Lights, Indoor Court, Sand Court, Fitness Center",6:00 AM - 8:00 AM,15-18,Girls,21,Volleyball Federation Certified,4.3,465,False,"{""instagram"": ""https://instagram.com/pro-sports-institute-vijayawada-21"", ""facebook"": ""https://facebook.com/pro-sports-institute-vijayawada-21"", ""youtube"": ""https://youtube.com/@pro-sports-institute-vijayawada-21""}"
ea6c95ba-afdb-408e-b97b-49e619b4a7d6,Legend Athletic Center Rajahmundry 22,legend-athletic-center-rajahmundry-22,16.963406,81.810291,Professional Volleyball coaching academy offering structured training programs.,Volleyball,"Plot 240, Ring Road, Rajahmundry",Rajahmundry,Andhra Pradesh,+919855358698,"https://maps.google.com/?q=16.963406,81.810291",https://picsum.photos/seed/legend-athletic-center-rajahmundry-22/800/600,Aman Sharma,Volleyball,2 Years,Legend Athletic Center Rajahmundry 22,₹5738/month,"Sand Court, Fitness Center, Indoor Court, Flood Lights",4:00 PM - 6:00 PM,All Ages,Girls,70,Volleyball Federation Certified,3.8,339,False,"{""instagram"": ""https://instagram.com/legend-athletic-center-rajahmundry-22"", ""facebook"": ""https://facebook.com/legend-athletic-center-rajahmundry-22"", ""youtube"": ""https://youtube.com/@legend-athletic-center-rajahmundry-22""}"
e975118e-0dd5-46b1-ae9c-ea39e008768f,Champion Sports Club Visakhapatnam 23,champion-sports-club-visakhapatnam-23,17.709603,83.249903,Professional Badminton coaching academy offering structured training programs.,Badminton,"Plot 323, Athletic Colony, Visakhapatnam",Visakhapatnam,Andhra Pradesh,+916495809198,"https://maps.google.com/?q=17.709603,83.249903",https://picsum.photos/seed/champion-sports-club-visakhapatnam-23/800/600,Deepak Reddy,Badminton,24 Years,Champion Sports Club Visakhapatnam 23,₹4166/month,"Indoor Courts, Wooden Courts, Shuttle Supply, Fitness Center",4:00 PM - 6:00 PM,15-18,Girls,62,BAI Certified Coach,3.9,161,False,"{""instagram"": ""https://instagram.com/champion-sports-club-visakhapatnam-23"", ""facebook"": ""https://facebook.com/champion-sports-club-visakhapatnam-23"", ""youtube"": ""https://youtube.com/@champion-sports-club-visakhapatnam-23""}"
ad55c360-21bf-4e9f-8b6a-1a576395a92d,Dynamic Athletic Center Rajahmundry 24,dynamic-athletic-center-rajahmundry-24,16.985275,81.799648,Professional Football coaching academy offering structured training programs.,Football,"Plot 83, Sports Nagar, Rajahmundry",Rajahmundry,Andhra Pradesh,+916641015772,"https://maps.google.com/?q=16.985275,81.799648",https://picsum.photos/seed/dynamic-athletic-center-rajahmundry-24/800/600,Ajay Patel,Football,10 Years,Dynamic Athletic Center Rajahmundry 24,₹3379/month,"Training Cones, Fitness Center, Locker Rooms, Natural Grass Ground",6:00 AM - 8:00 AM,All Ages,Girls,44,"AIFF D License, AIFF C License",4.6,343,True,"{""instagram"": ""https://instagram.com/dynamic-athletic-center-rajahmundry-24"", ""facebook"": ""https://facebook.com/dynamic-athletic-center-rajahmundry-24"", ""youtube"": ""https://youtube.com/@dynamic-athletic-center-rajahmundry-24""}"
2cc86117-9bf4-4130-a9c1-129c9187b701,Champion Performance Academy Tirupati 25,champion-performance-academy-tirupati-25,13.630306,79.454117,Professional Swimming coaching academy offering structured training programs.,Swimming,"Plot 662, Sports Hub, Tirupati",Tirupati,Andhra Pradesh,+919559616250,"https://maps.google.com/?q=13.630306,79.454117",https://picsum.photos/seed/champion-performance-academy-tirupati-25/800/600,Rahul Patel,Swimming,6 Years,Champion Performance Academy Tirupati 25,₹5578/month,"Lifeguard Support, Changing Rooms, Kids Pool, Olympic Pool",6:00 AM - 8:00 AM,All Ages,Boys,80,Swimming Federation Certified,4.3,106,True,"{""instagram"": ""https://instagram.com/champion-performance-academy-tirupati-25"", ""facebook"": ""https://facebook.com/champion-performance-academy-tirupati-25"", ""youtube"": ""https://youtube.com/@champion-performance-academy-tirupati-25""}"
0ee933c6-4680-42e1-ba3f-3bd00a3b3bbb,Victory Athletic Center Kurnool 26,victory-athletic-center-kurnool-26,15.870636,77.999532,Professional Basketball coaching academy offering structured training programs.,Basketball,"Plot 275, Central Park, Kurnool",Kurnool,Andhra Pradesh,+919535135268,"https://maps.google.com/?q=15.870636,77.999532",https://picsum.photos/seed/victory-athletic-center-kurnool-26/800/600,Ravi Choudhary,Basketball,21 Years,Victory Athletic Center Kurnool 26,₹5491/month,"Outdoor Court, Indoor Court, Fitness Center, Locker Rooms",6:00 AM - 8:00 AM,15-18,Girls,56,Basketball Federation Certified,4.0,228,False,"{""instagram"": ""https://instagram.com/victory-athletic-center-kurnool-26"", ""facebook"": ""https://facebook.com/victory-athletic-center-kurnool-26"", ""youtube"": ""https://youtube.com/@victory-athletic-center-kurnool-26""}"
c3247d66-d864-43ad-93f3-1771405672a5,Pro Performance Academy Rajahmundry 27,pro-performance-academy-rajahmundry-27,16.970045,81.804247,Professional Athletics coaching academy offering structured training programs.,Athletics,"Plot 391, Stadium Road, Rajahmundry",Rajahmundry,Andhra Pradesh,+916628128291,"https://maps.google.com/?q=16.970045,81.804247",https://picsum.photos/seed/pro-performance-academy-rajahmundry-27/800/600,Sanjay Gupta,Athletics,23 Years,Pro Performance Academy Rajahmundry 27,₹1857/month,"Fitness Center, Gym, Running Track, Recovery Zone",5:30 AM - 7:30 AM,18+,Mixed,24,Athletics Federation Certified,3.9,366,False,"{""instagram"": ""https://instagram.com/pro-performance-academy-rajahmundry-27"", ""facebook"": ""https://facebook.com/pro-performance-academy-rajahmundry-27"", ""youtube"": ""https://youtube.com/@pro-performance-academy-rajahmundry-27""}"
9b2c7310-b5d8-4447-8060-d8d8b22729a1,Future Sports Academy Vijayawada 28,future-sports-academy-vijayawada-28,16.483528,80.627279,Professional Basketball coaching academy offering structured training programs.,Basketball,"Plot 418, Sports Complex, Vijayawada",Vijayawada,Andhra Pradesh,+919764599007,"https://maps.google.com/?q=16.483528,80.627279",https://picsum.photos/seed/future-sports-academy-vijayawada-28/800/600,Lokesh Kumar,Basketball,10 Years,Future Sports Academy Vijayawada 28,₹5218/month,"Indoor Court, Fitness Center, Outdoor Court, Locker Rooms",6:00 PM - 8:00 PM,10-15,Mixed,30,Basketball Federation Certified,3.7,217,True,"{""instagram"": ""https://instagram.com/future-sports-academy-vijayawada-28"", ""facebook"": ""https://facebook.com/future-sports-academy-vijayawada-28"", ""youtube"": ""https://youtube.com/@future-sports-academy-vijayawada-28""}"
dc4425cc-9508-4641-b45a-3cbccb1c6453,Prime Performance Academy Tirupati 29,prime-performance-academy-tirupati-29,13.638949,79.451959,Professional Football coaching academy offering structured training programs.,Football,"Plot 968, Victory Avenue, Tirupati",Tirupati,Andhra Pradesh,+917759436870,"https://maps.google.com/?q=13.638949,79.451959",https://picsum.photos/seed/prime-performance-academy-tirupati-29/800/600,Arjun Pillai,Football,13 Years,Prime Performance Academy Tirupati 29,₹3593/month,"Training Cones, Flood Lights, Fitness Center, Natural Grass Ground",6:00 PM - 8:00 PM,All Ages,Boys,99,"AIFF D License, AIFF C License",3.9,384,False,"{""instagram"": ""https://instagram.com/prime-performance-academy-tirupati-29"", ""facebook"": ""https://facebook.com/prime-performance-academy-tirupati-29"", ""youtube"": ""https://youtube.com/@prime-performance-academy-tirupati-29""}"
2f405030-cb92-433f-8464-e1d2fc28343e,Victory Athletic Center Rajahmundry 30,victory-athletic-center-rajahmundry-30,17.043657,81.786173,Professional Athletics coaching academy offering structured training programs.,Athletics,"Plot 749, Ring Road, Rajahmundry",Rajahmundry,Andhra Pradesh,+917303419110,"https://maps.google.com/?q=17.043657,81.786173",https://picsum.photos/seed/victory-athletic-center-rajahmundry-30/800/600,Naveen Nair,Athletics,7 Years,Victory Athletic Center Rajahmundry 30,₹4385/month,"Gym, Recovery Zone, Running Track, Fitness Center",5:00 PM - 7:00 PM,5-10,Mixed,54,Athletics Federation Certified,3.9,191,False,"{""instagram"": ""https://instagram.com/victory-athletic-center-rajahmundry-30"", ""facebook"": ""https://facebook.com/victory-athletic-center-rajahmundry-30"", ""youtube"": ""https://youtube.com/@victory-athletic-center-rajahmundry-30""}"
d525af34-0b3c-474f-851e-cdf75c474644,Royal Performance Academy Visakhapatnam 31,royal-performance-academy-visakhapatnam-31,17.69055,83.23341,Professional Badminton coaching academy offering structured training programs.,Badminton,"Plot 56, Sports Hub, Visakhapatnam",Visakhapatnam,Andhra Pradesh,+918446753876,"https://maps.google.com/?q=17.69055,83.23341",https://picsum.photos/seed/royal-performance-academy-visakhapatnam-31/800/600,Rohit Choudhary,Badminton,12 Years,Royal Performance Academy Visakhapatnam 31,₹2932/month,"Shuttle Supply, Fitness Center, Indoor Courts, Wooden Courts",4:00 PM - 6:00 PM,10-15,Boys,48,BAI Certified Coach,4.5,196,True,"{""instagram"": ""https://instagram.com/royal-performance-academy-visakhapatnam-31"", ""facebook"": ""https://facebook.com/royal-performance-academy-visakhapatnam-31"", ""youtube"": ""https://youtube.com/@royal-performance-academy-visakhapatnam-31""}"
3b98c9d9-e5f8-4f2d-b8e1-38bbd8bb440b,Royal Sports Club Tirupati 32,royal-sports-club-tirupati-32,13.641902,79.435266,Professional Badminton coaching academy offering structured training programs.,Badminton,"Plot 86, Sports Hub, Tirupati",Tirupati,Andhra Pradesh,+916162878578,"https://maps.google.com/?q=13.641902,79.435266",https://picsum.photos/seed/royal-sports-club-tirupati-32/800/600,Suresh Kumar,Badminton,10 Years,Royal Sports Club Tirupati 32,₹3530/month,"Wooden Courts, Fitness Center, Shuttle Supply, Indoor Courts",6:00 AM - 8:00 AM,5-10,Girls,89,BAI Certified Coach,3.8,212,True,"{""instagram"": ""https://instagram.com/royal-sports-club-tirupati-32"", ""facebook"": ""https://facebook.com/royal-sports-club-tirupati-32"", ""youtube"": ""https://youtube.com/@royal-sports-club-tirupati-32""}"
